"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016197","GO:0016197","endosomal transport","112/2715","202/9821",4.48308193333427e-17,1.64016754732415e-14,1.30750938491757e-14,"Eps15l1/Eps15/Spag9/Arhgap1/Picalm/Washc2/Chmp2b/Reps1/Dnm1l/Ehd3/Coro1c/Dctn1/Ykt6/Snx1/Snap25/Ap3d1/Snx3/Ehd1/Snx9/Gga3/Chmp7/Arhgap44/Itsn1/Stam/Tbc1d10b/Rab11b/Ube2o/Rbsn/Chmp4b/Vcp/Gripap1/Ndrg4/Chmp3/Atp9a/Lamtor1/Snx12/Vps35/Rab10/Cdc42/Rab14/Cltc/Acap2/Agap2/Ankrd27/Ap1s2/Arf6/Arfrp1/Ccdc22/Ccdc93/Chmp1a/Chmp2a/Chmp5/Clec16a/Dennd10/Dennd1b/Ehd4/Eipr1/Epg5/Erc1/Evi5/Gga1/Grip1/Heatr5b/Hgs/Htt/Inpp5f/Itsn2/Leprotl1/Lyst/Micall1/Micall2/Mvb12a/Pikfyve/Prepl/Ptpn23/Rab6a/Rab6b/Rab8a/Rab9b/Reps2/Snf8/Snx17/Snx2/Snx4/Snx5/Snx6/Snx7/Stx12/Tbc1d10a/Tbc1d17/Tbc1d5/Tmcc1/Trappc10/Trarg1/Ubxn6/Usp7/Vps25/Vps26b/Vps26c/Vps28/Vps36/Vps39/Vps4a/Vps4b/Vps50/Vps51/Vps53/Vta1/Vti1b/Washc1/Washc4/Zfyve16",112
"GO:0006836","GO:0006836","neurotransmitter transport","107/2715","191/9821",8.45370119083962e-17,2.88665716663203e-14,2.30118645047487e-14,"Dnm1l/Snap29/Synj1/Pclo/Gsk3b/Git1/Septin5/Flot1/Snap25/Park7/Snap91/Pak1/Cadps/Rph3a/Syn2/Syn1/Cplx1/Syt7/Syp/Stxbp5l/Syngr3/Snap47/Syt6/Syt2/Nf1/Cask/Sncg/Arl6ip5/Sv2c/Stxbp5/Trim9/Stxbp1/Slc6a17/Rims1/Nat8l/Napa/Vamp2/Syt1/Rab3a/Prkcb/Kcnj10/Slc29a1/Prrt2/Cplx2/Prkca/Sv2a/Slc6a5/Syn3/Napb/Camk2a/Slc17a6/Vamp1/Slc32a1/Snca/Rap1a/Stx1b/Slc6a1/Gpm6b/Dvl1/Slc6a6/Slc30a1/Rab3b/Kcnc3/Slc6a9/Apba1/Bace1/Braf/Brsk1/Cacna1a/Cacna1b/Cacnb4/Cadps2/Cyth1/Dgki/Doc2b/Erc1/Erc2/Fbxl20/Gabra2/Grm7/Ica1/Itgb1/Mctp1/Mctp2/Ncs1/Nos1/Ppfia2/Ppfia3/Prepl/Prkce/Rab3gap1/Rims2/Rims3/Slc17a7/Slc4a8/Slc6a4/Slc6a7/Slc6a8/Snapin/Stx1a/Stx2/Sv2b/Syt12/Syt5/Unc13a/Unc13c/Vps18",107
"GO:0043547","GO:0043547","positive regulation of GTPase activity","106/2715","190/9821",1.75496541927811e-16,5.32510773267257e-14,4.2450713937888e-14,"Fermt2/Picalm/Afdn/Asap1/Amph/Dock7/Coro1c/Gsk3b/Bcas3/Arhgef7/Eif5/Abr/Arhgap35/Snx9/Bin1/Smcr8/Bcr/Sipa1l1/Rap1gap2/Rap1gap/Rab11fip2/Tbc1d10b/Iqsec1/Dock9/Gnao1/Nf1/Map2k1/Rabgap1l/Slc27a4/Agap3/Mtss2/Rap1gds1/Tbc1d8/Dvl3/Mapre2/Rhog/Pkp4/Rasgrf2/Iqsec3/Rap1a/Rcc2/Thy1/Adap2/Agap1/Agap2/Apc2/Arap1/Arap2/Arhgap27/Asap2/Bcar3/Cav2/Crk/Crkl/Dennd1b/Dock11/Elmod1/Evi5/Garnl3/Gnb5/Hras/Itgb1/Lims1/Map4k4/Myo9a/Myo9b/Ntrk1/Ntrk3/Pin1/Ptk2b/Rab3gap1/Rabgap1/Ralbp1/Ralgapa1/Ralgapa2/Ralgapb/Ralgps2/Rangap1/Rapgef2/Rapgef4/Rgs10/Rgs14/Rgs6/Rgs7/Rsu1/S100a10/Sema4d/Sgsm1/Sipa1l3/Snx13/Sos1/Sos2/Srgap2/Tbc1d10a/Tbc1d13/Tbc1d15/Tbc1d17/Tbc1d22a/Tbc1d4/Tbc1d5/Tbc1d8b/Tbc1d9b/Tsc1/Tsc2/Wdr41/Zc3h15",106
"GO:0043087","GO:0043087","regulation of GTPase activity","136/2715","267/9821",2.80654246252139e-16,7.98617249613031e-14,6.36642000708799e-14,"Fermt2/Arhgap1/Rab3gap2/Picalm/Afdn/Asap1/Amph/Dock7/Coro1c/Gsk3b/Bcas3/Arhgef7/Eif5/Abr/Arhgap35/Snx9/Bin1/Smcr8/Bcr/Arhgap44/Sipa1l1/Rap1gap2/Rap1gap/Rab11fip2/Tbc1d10b/Iqsec1/Dock9/Gnao1/Gapvd1/Nf1/Map2k1/Ocrl/Rabgap1l/Pafah1b1/Slc27a4/Agap3/Mtss2/Rap1gds1/Tbc1d8/Dvl3/Stmn1/Mapre2/Sod1/Rhog/Pkp4/Wnk1/Rasgrf2/Iqsec3/Rap1a/Rcc2/Thy1/Adap2/Agap1/Agap2/Amot/Apc2/Arap1/Arap2/Arfgef1/Arhgap12/Arhgap27/Arl2/Arrb2/Asap2/Bbs4/Bcar3/Cav2/Cblb/Crk/Crkl/Dab2ip/Dennd1b/Dgki/Dock11/Eif2s1/Elmod1/Evi5/Garnl3/Gnb5/Hras/Itgb1/Lims1/Lrch1/Map4k4/Myo9a/Myo9b/Ntrk1/Ntrk3/Pin1/Plxna4/Prkg1/Ptk2b/Rab3gap1/Rabgap1/Ralbp1/Ralgapa1/Ralgapa2/Ralgapb/Ralgps2/Rangap1/Rapgef2/Rapgef4/Rdx/Rgs10/Rgs14/Rgs6/Rgs7/Rictor/Ripor1/Rsu1/S100a10/Sbf1/Sema4d/Sgsm1/Sh3bp4/Sipa1l3/Snx13/Sos1/Sos2/Srgap2/Stmn3/Tbc1d10a/Tbc1d13/Tbc1d15/Tbc1d17/Tbc1d22a/Tbc1d4/Tbc1d5/Tbc1d8b/Tbc1d9b/Trappc6b/Tsc1/Tsc2/Vav3/Wdr41/Zc3h15",136
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","155/2715","318/9821",3.81001790584555e-16,1.01928233371812e-13,8.12551875807677e-14,"Cttn/Add1/Dmtn/Wasl/Sptan1/Dbnl/Mapt/Fermt2/Map1a/Pak2/Map1b/Clasp2/Sptbn1/Washc2/Prune1/Ckap5/Nck1/Dctn1/Avil/Git1/Arhgef7/Arhgap35/Nf2/Add2/Tmod2/Snx9/Capzb/Twf1/Pak1/Swap70/Bin1/Camsap2/Coro1a/Hspa8/Kank4/Arfip2/Clasp1/Dbn1/Mapre3/Pfn1/Tmod1/Rock2/Cdc42ep4/Arpc2/Synpo/Cfl1/Baiap2l1/Stmn1/Tpm1/Dstn/Coro2b/Wdr1/Nckap1/Gsn/Eml4/Pfdn6/Twf2/Cdkn1b/Capn1/Ctnna2/Camsap1/Snca/Flna/Tubb4a/Cdc42/Mfn2/Cdc42ep1/Pdxp/Abi2/Actr3/Akap13/Apc/Apc2/Arap1/Arf1/Arf6/Arfgef1/Arhgap28/Arhgef10l/Arhgef18/Arl2/Arpc1a/Arpc1b/Arpc3/Arpc5/Arpc5l/Arpin/Baiap2/Bbs4/Braf/Camsap3/Capg/Capza1/Carmil1/Carmil2/Carmil3/Ccdc88a/Cfl2/Clip1/Clip3/Coro1b/Cracd/Cyfip2/Cyrib/Dysf/Evl/Fchsd1/Fchsd2/Fgf13/Fkbp4/Fmn1/Hdac6/Hip1r/Inpp5j/Katnb1/Limch1/Mapre1/Mtpn/Mtss1/Naa80/Nck2/Pak3/Pfdn1/Pfdn2/Pfdn5/Pick1/Pik3ca/Ppm1e/Prkcd/Prkce/Prkcq/Ptk2b/Rdx/Rhoa/Rictor/S100a10/Shank1/Slain2/Specc1l/Sptb/Ssh2/Stmn2/Tbcd/Tmsb4x/Togaram1/Tsc1/Ttbk2/Vasp/Vbp1/Wasf1/Wasf2/Wasf3/Washc1/Washc4/Wdr47",155
"GO:0072657","GO:0072657","protein localization to membrane","219/2715","496/9821",4.71231919319545e-16,1.14935709083558e-13,9.16244919819807e-14,"Palm/Dmtn/Sorbs1/Fermt2/Anxa2/Rab3gap2/Clasp2/Picalm/Afdn/Epb41l3/Sptbn1/Ank3/Stx7/Pacsin1/Atp2b4/Phaf1/Ehd3/Gak/Gsk3b/Kif5b/Nsf/Pacs2/Flot2/Git1/Numb/Flot1/Map7/Snap25/Ap3d1/Hspa4/Exoc4/Pacs1/Ank2/Ehd1/Adam22/Gga3/Pak1/Camk2g/Lztfl1/Rab3c/Arhgap44/Dlg2/Gpr158/Oga/Ap2b1/Camk2d/Rab11fip2/Cplx1/Gphn/Dbn1/Rab11b/Ank1/Snap47/Map2k1/Magi2/Cask/Sorbs2/Arl6ip5/Rock2/Chmp4b/Arl3/Camk2b/Stxbp1/Arpc2/Hsp90aa1/Gripap1/Vps37a/Vamp2/Rab3a/Slc9a3r1/Atad1/Gsn/Rhog/Gdi1/Myo5a/Naca/Bsg/Ppp1r9b/Atp1b1/Camk2a/Ap2m1/Nfasc/Cacng2/Vps35/Fis1/Dag1/Get3/Rer1/Rap1a/Lgi1/Rab10/Flna/Stx1b/Zdhhc3/Dvl1/Cd81/Rab15/Rab3b/Glrb/Rab3d/Slc4a1/Dab2/Thy1/Cltc/Timm22/Mtch2/Agk/Slc5a3/Jup/Ezr/Acsl3/Actr3/Akt1/Arf6/Arfrp1/Arl6/Atp13a1/Atp1b3/Braf/C2cd5/Cacna1a/Cacnb1/Cacnb3/Ccdc88a/Cdh2/Cdk5/Clip1/Clip3/Cnst/Crk/Crkl/Csk/Dlg4/Efr3a/Efr3b/Ehd4/Fgf13/Gga1/Gga2/Golga4/Golph3/Gopc/Gorasp2/Grip1/Hectd1/Hgs/Hras/Iqsec2/Itgb1/Kcnb1/Kcnb2/Kcnj11/Lyplal1/Macf1/Maip1/Mapk10/Mff/Micall1/Nacad/Necab2/Nectin3/Nlgn2/Nup54/Ogt/Optn/Pals1/Pard3/Pdcd5/Pex19/Pex5/Pick1/Pikfyve/Pls1/Ppp2r5a/Prepl/Ptpn9/Rab3gap1/Rab3ip/Rab8a/Rabep1/Rabgef1/Rap2a/Rapgef2/Rapgef4/Rdx/Reep1/Reep2/S100a10/Samm50/Sec16a/Sec62/Sh3glb1/Slc9a3r2/Slitrk3/Slmap/Sqstm1/Srp68/Stac/Stac2/Stom/Stx1a/Syne3/Sytl2/Tm9sf2/Tnik/Tomm22/Trarg1/Tsc2/Ubl4a/Vamp7/Vps37c/Vps4a/Vti1b/Washc1/Wdr24/Wnk3/Zdhhc20/Zdhhc5/Zfand2b",219
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","109/2715","200/9821",6.19658393546847e-16,1.44267740533952e-13,1.15007411893216e-13,"Pebp1/Dnm1l/Snap29/Synj1/Pclo/Gsk3b/Git1/Septin5/Flot1/Snap25/Park7/Snap91/Pak1/Cadps/Rph3a/Syn2/Syn1/Cplx1/Syt7/Syp/Stxbp5l/Syngr3/Snap47/Syt6/Syt2/Nf1/Comt/Cask/Sncg/Arl6ip5/Stxbp5/Aldh9a1/Trim9/Stxbp1/Rims1/Nat8l/Napa/Vamp2/Syt1/Rab3a/Prkcb/Kcnj10/Slc29a1/Prrt2/Cplx2/Prkca/Sv2a/Slc6a5/Syn3/Napb/Camk2a/Slc17a6/Vamp1/Snca/Abat/Dagla/Rap1a/Stx1b/Slc6a1/Gpm6b/Dvl1/Maoa/Slc30a1/Rab3b/Kcnc3/Slc6a9/Maob/Gad1/Agtpbp1/Apba1/Bace1/Braf/Brsk1/Cacna1a/Cacna1b/Cacnb4/Cadps2/Cyth1/Dgki/Doc2b/Erc1/Erc2/Fbxl20/Gabra2/Grm7/Ica1/Itgb1/Mctp1/Mctp2/Ncs1/Nos1/Ppfia2/Ppfia3/Prepl/Prkce/Rab3gap1/Rims2/Rims3/Slc17a7/Slc4a8/Slc6a4/Snapin/Stx1a/Stx2/Syt12/Syt5/Unc13a/Unc13c/Vps18",109
"GO:0000910","GO:0000910","cytokinesis","77/2715","124/9821",8.16847868884767e-16,1.74328949351157e-13,1.38971617693158e-13,"Myh9/Sptbn1/Ank3/Chmp2b/Septin4/Birc6/Ist1/Git1/Septin5/Pdcd6ip/Exoc4/Septin7/Snx9/Septin9/Chmp7/Septin3/Actr2/Calm1/Plec/Rock2/Chmp4b/Septin6/Arl3/Cfl1/Chmp3/Stmn1/Dstn/Myh10/Pkn2/Rtkn/Septin2/Septin8/Fmn2/Pkp4/Cdc42/Cit/Pdxp/Actr3/Apc/Arf1/Bbs4/Becn1/Ccp110/Cetn2/Chmp1a/Chmp2a/Chmp5/Cul3/Dctn3/Exoc1/Exoc2/Exoc3/Exoc6b/Exoc7/Exoc8/Fsd1/Kif3b/Klhl9/Nup62/Pik3c3/Pik3r4/Pin1/Prkce/Rhoa/Rhob/Septin11/Sh3glb1/Spast/Spire1/Stambp/Stx2/Trim36/Usp8/Vps4a/Vps4b/Washc1/Zfyve19",77
"GO:0051258","GO:0051258","protein polymerization","118/2715","225/9821",1.74982499027791e-15,3.58504144008139e-13,2.85792468938443e-13,"Cttn/Add1/Dmtn/Wasl/Sptan1/Dbnl/Mapt/Map1b/Clasp2/Sptbn1/Prune1/Ckap5/Dnm1l/Nck1/Nefl/Tppp3/Dctn1/Avil/Git1/Arhgef7/Add2/Tmod2/Snx9/Capzb/Twf1/Pak1/Bin1/Camsap2/Coro1a/Kank4/Clasp1/Dbn1/Mapre3/Pfn1/Tmod1/Cdc42ep4/Chmp4b/Arpc2/Hsp90aa1/Cfl1/Baiap2l1/Stmn1/Tpm1/Nckap1/Gsn/Tppp/Twf2/Cdkn1b/Capn1/Septin2/Vdac2/Camsap1/Snca/Tubb4a/Cdc42ep1/Actr3/Apc/Arf6/Arfgef1/Arhgap28/Arl2/Arpc1a/Arpc1b/Arpc3/Arpc5/Arpc5l/Baiap2/Bbs4/Camsap3/Capg/Capza1/Carmil1/Carmil2/Chmp2a/Clip1/Clip3/Cracd/Csnk1d/Cyfip2/Cyrib/Diaph2/Evl/Fchsd1/Fchsd2/Fgf13/Fhdc1/Fkbp4/Fmn1/Gas7/Gpx4/Hip1r/Inpp5j/Mapre1/Micall2/Msrb2/Mtpn/Mtss1/Nck2/Pak3/Prkcd/Prkce/Ptk2b/Rdx/Rhoa/Rictor/Slain2/Spire1/Sptb/Ssh2/Stmn2/Tbcd/Tmsb4x/Togaram1/Ttbk1/Tubgcp3/Ube2k/Vasp/Washc1",118
"GO:0006914","GO:0006914","autophagy","165/2715","353/9821",5.40621858317094e-15,1.02557968825932e-12,8.17572003279535e-13,"Cttn/Mapt/Plaa/Rab3gap2/Bag3/Chmp2b/Dnm1l/Snap29/Tigar/Sec22b/Gsk3b/Pacs2/Lrsam1/Nsfl1c/Wipi2/Atg2b/Mapk3/Park7/Soga3/Chmp7/Eif4g2/Smcr8/Cdc37/Scfd1/Hspa8/Eif4g1/Slc25a46/Larp1/Arfip2/Fundc2/Slc25a5/Map2k1/Acbd5/Chmp4b/Vcp/Slc25a4/Rab23/Sirt2/Pip4k2a/Vps13c/Phb2/Myo5a/Rab33b/Snca/Svip/Fis1/Map1lc3a/Rab1b/Slc7a5/Vdac1/Atp6v0a1/Mfn2/Cltc/Zmpste24/Gnai3/Akt1/Anxa7/Atg16l1/Atg2a/Atg3/Atg4c/Becn1/Bnip3/Casp1/Cers1/Chmp1a/Chmp2a/Chmp5/Cisd2/Clec16a/Dap/Ddrgk1/Depdc5/Epg5/Fez1/Fnbp1l/Foxo3/Gabarapl2/Gopc/Gramd1a/Gsk3a/Hdac6/Hspb8/Htt/Huwe1/Ikbkg/Ilrun/Lgals8/Map3k7/Mt3/Mtm1/Mtmr3/Nprl3/Nrbf2/Nrbp2/Ogt/Optn/Pafah1b2/Pik3c2a/Pik3c3/Pik3r4/Pikfyve/Pip4k2b/Pip4k2c/Prkaa1/Prkaa2/Rab39b/Rab3gap1/Rab8a/Retreg1/Retreg2/Rmc1/Rptor/Rragc/Rragd/Scoc/Sec16a/Sh3bp4/Sh3glb1/Smurf1/Snapin/Snx14/Snx4/Snx7/Soga1/Sqstm1/Stat3/Stbd1/Stk11/Stub1/Stx12/Stx17/Tbc1d17/Tbc1d5/Tecpr1/Tex264/Tfeb/Tsc1/Tsc2/Uba5/Ubxn6/Ufc1/Ufm1/Ulk3/Usp10/Usp13/Vmp1/Vps11/Vps13a/Vps18/Vps33a/Vps39/Vps4a/Vps4b/Vps51/Vti1b/Washc1/Wdfy3/Wdr24/Wdr41/Wdr45/Wdr45b/Wdr47/Yod1/Zfyve1",165
"GO:0061919","GO:0061919","process utilizing autophagic mechanism","165/2715","353/9821",5.40621858317094e-15,1.02557968825932e-12,8.17572003279535e-13,"Cttn/Mapt/Plaa/Rab3gap2/Bag3/Chmp2b/Dnm1l/Snap29/Tigar/Sec22b/Gsk3b/Pacs2/Lrsam1/Nsfl1c/Wipi2/Atg2b/Mapk3/Park7/Soga3/Chmp7/Eif4g2/Smcr8/Cdc37/Scfd1/Hspa8/Eif4g1/Slc25a46/Larp1/Arfip2/Fundc2/Slc25a5/Map2k1/Acbd5/Chmp4b/Vcp/Slc25a4/Rab23/Sirt2/Pip4k2a/Vps13c/Phb2/Myo5a/Rab33b/Snca/Svip/Fis1/Map1lc3a/Rab1b/Slc7a5/Vdac1/Atp6v0a1/Mfn2/Cltc/Zmpste24/Gnai3/Akt1/Anxa7/Atg16l1/Atg2a/Atg3/Atg4c/Becn1/Bnip3/Casp1/Cers1/Chmp1a/Chmp2a/Chmp5/Cisd2/Clec16a/Dap/Ddrgk1/Depdc5/Epg5/Fez1/Fnbp1l/Foxo3/Gabarapl2/Gopc/Gramd1a/Gsk3a/Hdac6/Hspb8/Htt/Huwe1/Ikbkg/Ilrun/Lgals8/Map3k7/Mt3/Mtm1/Mtmr3/Nprl3/Nrbf2/Nrbp2/Ogt/Optn/Pafah1b2/Pik3c2a/Pik3c3/Pik3r4/Pikfyve/Pip4k2b/Pip4k2c/Prkaa1/Prkaa2/Rab39b/Rab3gap1/Rab8a/Retreg1/Retreg2/Rmc1/Rptor/Rragc/Rragd/Scoc/Sec16a/Sh3bp4/Sh3glb1/Smurf1/Snapin/Snx14/Snx4/Snx7/Soga1/Sqstm1/Stat3/Stbd1/Stk11/Stub1/Stx12/Stx17/Tbc1d17/Tbc1d5/Tecpr1/Tex264/Tfeb/Tsc1/Tsc2/Uba5/Ubxn6/Ufc1/Ufm1/Ulk3/Usp10/Usp13/Vmp1/Vps11/Vps13a/Vps18/Vps33a/Vps39/Vps4a/Vps4b/Vps51/Vti1b/Washc1/Wdfy3/Wdr24/Wdr41/Wdr45/Wdr45b/Wdr47/Yod1/Zfyve1",165
"GO:0016050","GO:0016050","vesicle organization","130/2715","259/9821",5.71408296586574e-15,1.04526903397015e-12,8.33267963330571e-13,"Wasl/Picalm/Chmp2b/Stx7/Snap29/Synj1/Sec22b/Ap3s1/Coro1c/Kif5b/Dnm3/Trappc12/Vapb/Snap25/Ap3b2/Ap3d1/Pdcd6ip/Snx3/Ap3s2/Snap91/Chmp7/Cadps/Coro1a/Dnm1/Myo18a/Stam/Cplx1/Syt7/Trappc9/Vapa/Agfg1/Snap47/Syt2/Pafah1b1/Ap1b1/Chmp4b/Trim9/Stxbp1/Vamp2/Syt1/Chmp3/Rab3a/Pip4k2a/Prrt2/Cplx2/Lamtor1/Sec31a/Ap2m1/Vamp1/Tmed10/Septin8/Uso1/Snca/Stx1b/Rab14/Gnai3/Preb/Acrbp/Ankrd27/Ap1g1/Ap1s2/Aqp1/Arf1/Arfgap2/Arfgap3/Arfgef2/C2cd5/Cav2/Cd2ap/Chmp1a/Chmp2a/Chmp5/Chp1/Cul3/Dlg4/Doc2b/Dysf/Eea1/Exoc8/Fer1l5/Fnbp1l/Golph3/Hps5/Lyst/Osbp/Pi4k2a/Pik3c3/Pikfyve/Pip4k2b/Rab27a/Rab8a/S100a10/Sar1a/Sdcbp/Sec16a/Sec23ip/Sec24a/Slc17a7/Snapin/Snph/Snx11/Snx19/Sqstm1/Stx12/Stx17/Stx1a/Stx2/Stxbp6/Syt3/Tbc1d4/Tmcc1/Trappc10/Trappc6b/Trarg1/Tsg101/Unc13a/Unc13c/Usp8/Vamp7/Vav3/Vps11/Vps18/Vps33b/Vps39/Vps4a/Vps4b/Vps8/Vti1b/Washc1/Washc4",130
"GO:0050808","GO:0050808","synapse organization","176/2715","391/9821",5.10162418432358e-14,8.42919970067915e-12,6.71959260135523e-12,"Palm/Cttn/Wasl/Dbnl/Mapt/Sorbs1/Picalm/Afdn/Ank3/Chmp2b/Ckap5/Dnm1l/Nefl/Srcin1/Hnrnpk/Pclo/Gsk3b/Dctn1/Rheb/Dnm3/Arhgef7/Numb/Add2/Pdlim5/Septin7/Snap91/Pak1/Arhgap44/Dip2a/Cntnap1/Hspa8/Eif4g1/Sipa1l1/Slc25a46/Rph3a/Itsn1/Syn1/Gphn/Dbn1/Actr2/Bsn/Pfn1/Magi2/Cask/Sorbs2/Sncg/Kif1a/Rock2/Pafah1b1/Snta1/Chmp4b/Vcp/Camk2b/Tubb5/Synpo/Gripap1/Cfl1/Ctnnd2/Rab3a/Atp2b2/Ywhaz/Dlgap3/Sncb/Prkca/Myh10/Myo5a/Tnr/Gpm6a/Nptn/Ndrg1/Lamb2/Nfasc/Gap43/Ctnnb1/Ctnna2/Homer1/Cacng2/Snca/Vps35/Dag1/Rer1/Iqsec3/Flna/Slc6a1/Dvl1/Bcan/Glrb/Adgrl1/Cdc42/Mfn2/Elfn1/Abi2/Abl2/Actr3/Adgrb3/Afg3l2/Apbb1/Arf1/Arf4/Arf6/Arhgap39/Baiap2/C3/Cabp1/Cacna1a/Cacnb1/Cacnb3/Cacnb4/Cadm1/Camkv/Caprin1/Cdh2/Cdk5/Cnksr2/Cntnap2/Cntnap4/Crkl/Cttnbp2/Dab2ip/Dgkz/Dhx36/Dlg4/Dlg5/Efnb1/Efnb2/Erc1/Erc2/Fgf13/Filip1/Flrt3/Frmpd4/Gabra1/Gabra2/Gabrb3/Hdac6/Il1rap/L1cam/Mtmr2/Mycbp2/Nectin1/Nedd4/Nlgn2/Ntrk1/Ntrk3/Ophn1/Pak3/Palld/Pick1/Pin1/Ppfia2/Ppfia3/Pten/Rab39b/Rapgef4/Rhoa/Rims3/Sdcbp/Sema4d/Septin11/Shank1/Six4/Slitrk3/Slitrk5/Snapin/Srgap2/Tanc1/Tanc2/Tsc1/Tsc2/Ube2v2/Ube3a/Unc13a/Unc13c/Wasf1/Wasf2/Wasf3",176
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","92/2715","169/9821",1.30148112448255e-13,1.90462466274275e-11,1.51832940808055e-11,"Map4/Myh9/Map1b/Clasp2/Ckap5/Dock7/Gsk3b/Dctn1/Nsfl1c/Bcas3/Flot2/Arhgap35/Pdcd6ip/Exoc4/Snap91/Pak1/Rufy3/Dlg2/Myo18a/Rab11fip2/Dst/Clasp1/Actr2/Hsp90ab1/Pafah1b1/Hsp90aa1/Cfl1/Slc9a3r1/Wdr1/Nckap1/Gsn/Brsk2/Llgl1/Msn/Rhog/Shtn1/Lmna/Rab10/Fscn1/Cdc42/Ezr/Actr3/Amot/Apc/Aqp1/Arf4/Arf6/Arfgef1/Arpc5/Brsk1/Camsap3/Carmil2/Coro7/Crk/Crkl/Cyrib/Cyth1/Cyth3/Dlg5/Fbxw11/Fez1/Fgf13/Frmd4a/Frmd4b/Golph3/Htt/Ilk/Itgb1/Kif3a/Lims1/Macf1/Mapre1/Mark2/Myo9a/Myo9b/Nek3/Ophn1/Pals1/Pard3/Parva/Parvb/Pdlim1/Prickle2/Ptk2b/Rhoa/Rhob/Rictor/Sipa1l3/Stk11/Stk25/Tsc2/Zw10",92
"GO:0007269","GO:0007269","neurotransmitter secretion","83/2715","147/9821",1.39615903713066e-13,1.9327369157252e-11,1.54073994453196e-11,"Dnm1l/Snap29/Synj1/Pclo/Gsk3b/Git1/Septin5/Snap25/Snap91/Pak1/Cadps/Rph3a/Syn2/Syn1/Cplx1/Syt7/Syp/Stxbp5l/Snap47/Syt6/Syt2/Nf1/Cask/Sncg/Stxbp5/Trim9/Stxbp1/Rims1/Napa/Vamp2/Syt1/Rab3a/Prkcb/Prrt2/Cplx2/Prkca/Sv2a/Syn3/Napb/Camk2a/Vamp1/Snca/Rap1a/Stx1b/Dvl1/Slc30a1/Kcnc3/Slc6a9/Apba1/Bace1/Braf/Brsk1/Cacna1a/Cacna1b/Cacnb4/Cadps2/Cyth1/Dgki/Doc2b/Erc1/Erc2/Fbxl20/Grm7/Ica1/Mctp1/Mctp2/Ncs1/Ppfia2/Ppfia3/Prepl/Prkce/Rab3gap1/Rims2/Rims3/Slc4a8/Snapin/Stx1a/Stx2/Syt12/Syt5/Unc13a/Unc13c/Vps18",83
"GO:0099643","GO:0099643","signal release from synapse","83/2715","147/9821",1.39615903713066e-13,1.9327369157252e-11,1.54073994453196e-11,"Dnm1l/Snap29/Synj1/Pclo/Gsk3b/Git1/Septin5/Snap25/Snap91/Pak1/Cadps/Rph3a/Syn2/Syn1/Cplx1/Syt7/Syp/Stxbp5l/Snap47/Syt6/Syt2/Nf1/Cask/Sncg/Stxbp5/Trim9/Stxbp1/Rims1/Napa/Vamp2/Syt1/Rab3a/Prkcb/Prrt2/Cplx2/Prkca/Sv2a/Syn3/Napb/Camk2a/Vamp1/Snca/Rap1a/Stx1b/Dvl1/Slc30a1/Kcnc3/Slc6a9/Apba1/Bace1/Braf/Brsk1/Cacna1a/Cacna1b/Cacnb4/Cadps2/Cyth1/Dgki/Doc2b/Erc1/Erc2/Fbxl20/Grm7/Ica1/Mctp1/Mctp2/Ncs1/Ppfia2/Ppfia3/Prepl/Prkce/Rab3gap1/Rims2/Rims3/Slc4a8/Snapin/Stx1a/Stx2/Syt12/Syt5/Unc13a/Unc13c/Vps18",83
"GO:0016358","GO:0016358","dendrite development","121/2715","245/9821",2.23554839982898e-13,2.86261972598101e-11,2.28202427445701e-11,"Palm/Wasl/Dbnl/Numbl/Strn/Map1a/Pak2/Map1b/Picalm/Afdn/Pacsin1/Asap1/Mink1/Dnm1l/Srcin1/Map6/Ppp3ca/Hnrnpk/Gsk3b/Dclk1/Dnm3/Git1/Numb/Pdlim5/Septin7/Pak1/Camsap2/Arhgap44/Dip2a/Sipa1l1/Slc25a46/Itsn1/Abi1/Iqsec1/Dbn1/Actr2/Nr3c1/Crtc1/Cask/Kif1a/Camk1d/Rock2/Pafah1b1/Camk2b/Rab21/Cfl1/Ctnnd2/Ppp1r9b/Camk2a/Ywhah/Ctnna2/Dvl1/Cdc42/Mfn2/Cit/Tbc1d24/Abi2/Abl2/Acsl4/Actr3/Adgrb3/Ankrd27/Arf1/Arf4/Arf6/Atp7a/Baiap2/Bbs4/Cacna1a/Caprin1/Cdk5/Clip1/Cntnap2/Crk/Crkl/Dab1/Dab2ip/Dgkg/Dhx36/Dlg4/Dlg5/Fbxo31/Grip1/Gsk3a/Hdac6/Hecw1/Ilk/Itgb1/Mark1/Mpdz/Nck2/Nedd4/Nedd4l/Nlgn2/Nsmf/Pak3/Pak4/Phactr1/Ppfia2/Prkg1/Pten/Ptprz1/Rap2a/Rapgef2/Rapgef4/Rhoa/Sema4d/Sh3glb1/Shank1/Slitrk5/Spire1/Srgap2/Stk11/Sult4a1/Tanc2/Tnik/Trak1/Tsc2/Uba6/Ube3a/Vamp7",121
