"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140238","GO:0140238","presynaptic endocytosis","22/630","69/9821",1.34635638337531e-10,5.22631068819325e-08,4.64847256575897e-08,"Sncg/Dnm1l/Ap3d1/Dnm1/Ap3s1/Sncb/Sh3gl1/Actb/Cltc/Amph/Ap2b1/Ap2m1/Ap3b2/Bin1/Dnajc6/Dnm3/Itsn2/Pacsin1/Snap91/Synj1/Syp/Syt7",22
"GO:0051648","GO:0051648","vesicle localization","37/630","184/9821",3.17504364769983e-10,1.12978636463985e-07,1.00487346323693e-07,"Clasp2/Wasl/Myo1e/Dctn2/Dpysl2/Kif5b/Ap3d1/Dnm1/Ap3s1/Dctn1/Exoc4/Arfgap2/Pdcd6ip/Trappc12/Dync1h1/Ap3b2/Arfgap3/Chp1/Dnm3/Exoc3/Fnbp1l/Hgs/Kif5a/Kif5c/Madd/Pafah1b1/Pclo/Rab11b/Snap91/Stam/Syn1/Syn2/Synj1/Tmed10/Trappc9/Vps4b/Ykt6",37
"GO:0051650","GO:0051650","establishment of vesicle localization","35/630","169/9821",4.17276214310852e-10,1.37059187315949e-07,1.2190547216466e-07,"Clasp2/Wasl/Myo1e/Dctn2/Dpysl2/Kif5b/Ap3d1/Dnm1/Ap3s1/Dctn1/Exoc4/Arfgap2/Pdcd6ip/Trappc12/Dync1h1/Ap3b2/Arfgap3/Chp1/Dnm3/Exoc3/Fnbp1l/Hgs/Kif5a/Kif5c/Madd/Pafah1b1/Pclo/Rab11b/Snap91/Stam/Synj1/Tmed10/Trappc9/Vps4b/Ykt6",35
"GO:0016050","GO:0016050","vesicle organization","45/630","259/9821",6.0101043889292e-10,1.8330818386234e-07,1.63041027332756e-07,"Wasl/Cd2ap/Kif5b/Ap3d1/Dnm1/Ap3s1/Chmp4b/Sec22b/Arfgap2/Snap29/Pdcd6ip/Trappc12/Aqp1/Chmp3/Ap2m1/Ap3b2/Arfgap3/Cadps/Cav2/Chmp7/Chp1/Coro1a/Cplx1/Dnm3/Fnbp1l/Myo18a/Pafah1b1/Pik3c3/Rab5c/Sec23ip/Snap25/Snap47/Snap91/Snx11/Stam/Stx7/Stxbp1/Synj1/Syt7/Tmed10/Trappc9/Trarg1/Vapb/Vps4b/Vps8",45
"GO:0010639","GO:0010639","negative regulation of organelle organization","46/630","273/9821",1.08762692156808e-09,3.09611130339714e-07,2.75379504071414e-07,"Mapt/Map1b/Map1a/Sptan1/Map4/Avil/Clasp2/Add1/Dync1li1/Dnm1l/Sptbn1/Tigar/Scfd1/Slc25a5/Arpin/Chmp4b/Sec22b/Stmn2/Cgnl1/Capzb/Camsap3/Tpr/Arap1/Acaa2/Add2/Arfgef1/Arhgap28/Arhgef18/Camsap1/Camsap2/Capza2/Coro1a/Coro1b/Dmtn/Huwe1/Katnb1/Mapre1/Prkcd/Rad50/Slc25a4/Smcr8/Stmn1/Tmod1/Tmod2/Tom1l2/Tubb4a",46
"GO:0006898","GO:0006898","receptor-mediated endocytosis","37/630","193/9821",1.30078173236445e-09,3.47146124824762e-07,3.08764505945456e-07,"Eps15/Aak1/Wasl/Cd2ap/Scyl2/Reps1/Dnm1/Snx9/C3/Cltc/Hspg2/Ankrd13d/Ap2b1/Ap2m1/Cav2/Cd44/Cltb/Dnajc6/Dnm3/Flot1/Fnbp1l/Gak/Grk2/Hgs/Itgb1/Itsn2/Nedd4/Nsf/Numb/Pacsin1/Rab21/Sgip1/Smap1/Snap25/Snap91/Snx1/Synj1",37
"GO:0051261","GO:0051261","protein depolymerization","26/630","105/9821",1.414183646143e-09,3.552096570018e-07,3.15936507447922e-07,"Map1b/Map1a/Sptan1/Avil/Clasp2/Add1/Sptbn1/Sh3gl1/Stmn2/Capzb/Camsap3/Add2/Camsap1/Camsap2/Capza2/Dmtn/Dnajc6/Gak/Katnb1/Mical1/Mical3/Stmn1/Synj1/Tmod1/Tmod2/Vps4b",26
"GO:0099504","GO:0099504","synaptic vesicle cycle","37/630","196/9821",2.03499031643031e-09,4.82744925064302e-07,4.2937105623863e-07,"Sncg/Dnm1l/Plaa/Septin5/Ap3d1/Git1/Dnm1/Ap3s1/Sncb/Sh3gl1/Snap29/Actb/Cltc/Amph/Ap2b1/Ap2m1/Ap3b2/Bin1/Cadps/Cplx1/Dgki/Dnajc6/Dnm3/Gsk3b/Itsn2/Pacsin1/Pclo/Pls3/Snap25/Snap47/Snap91/Stxbp1/Syn1/Syn2/Synj1/Syp/Syt7",37
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","29/630","131/9821",2.68398666955933e-09,5.98906027030735e-07,5.32689004197434e-07,"Map6/Mapt/Map1b/Map1a/Ckap5/Clasp2/Prune1/Git1/Dctn1/Chmp4b/Phldb1/Stmn2/Camsap3/Tpr/Dync1h1/Cltc/Camsap1/Camsap2/Chmp7/Cyld/Gsk3b/Hsph1/Katnb1/Mapre1/Pafah1b1/Slain2/Stmn1/Tubb4a/Vps4b",29
"GO:0051258","GO:0051258","protein polymerization","40/630","225/9821",2.80518045447651e-09,5.98906027030735e-07,5.32689004197434e-07,"Mapt/Map1b/Sptan1/Ckap5/Avil/Clasp2/Add1/Wasl/Dnm1l/Tppp3/Sptbn1/Prune1/Git1/Dctn1/Chmp4b/Stmn2/Snx9/Capzb/Camsap3/Fga/Eln/Add2/Arfgef1/Arhgap28/Arpc5/Bin1/Camsap1/Camsap2/Capza2/Coro1a/Dmtn/Mapre1/Mtss1/Nefl/Prkcd/Slain2/Stmn1/Tmod1/Tmod2/Tubb4a",40
"GO:0032271","GO:0032271","regulation of protein polymerization","34/630","173/9821",3.15177758378378e-09,6.40861442036035e-07,5.70005690340445e-07,"Mapt/Map1b/Sptan1/Ckap5/Avil/Clasp2/Add1/Tppp3/Sptbn1/Prune1/Git1/Dctn1/Stmn2/Snx9/Capzb/Camsap3/Eln/Add2/Arfgef1/Arhgap28/Arpc5/Bin1/Camsap1/Camsap2/Capza2/Coro1a/Dmtn/Mapre1/Prkcd/Slain2/Stmn1/Tmod1/Tmod2/Tubb4a",34
"GO:0000226","GO:0000226","microtubule cytoskeleton organization","59/630","414/9821",3.91104042453056e-09,7.5820631216015e-07,6.74376525150702e-07,"Map6/Mapt/Map1b/Map1a/Map4/Ckap5/Tuba4a/Nefm/Clasp2/Dync1li1/Dync1li2/Bcas3/Tppp3/Dock7/Prune1/Nudc/Tacc2/Myh9/Dctn2/Nefh/Git1/Dctn1/Chmp4b/Phldb1/Stmn2/Pdcd6ip/Map7/Tubb5/Camsap3/Tpr/Dync1h1/Map7d1/Cltc/Camsap1/Camsap2/Chmp7/Chp1/Clip2/Crmp1/Cyld/Dst/Eml1/Fmn2/Gsk3b/Hsph1/Itgb1/Katnal1/Katnb1/Map7d2/Mapre1/Nefl/Pafah1b1/Pex14/Slain2/Slk/Stmn1/Tubb3/Tubb4a/Vps4b",59
"GO:0032984","GO:0032984","protein-containing complex disassembly","36/630","192/9821",4.08401526456287e-09,7.5820631216015e-07,6.74376525150702e-07,"Map1b/Map1a/Sptan1/Avil/Clasp2/Add1/Sptbn1/Kif5b/Chmp4b/Sh3gl1/Stmn2/Snap29/Capzb/Camsap3/Add2/Camsap1/Camsap2/Capza2/Chmp7/Dmtn/Dnajc6/Gak/Gsk3b/Katnb1/Klc1/Mical1/Mical3/Nsf/Pex14/Pik3c3/Smcr8/Stmn1/Synj1/Tmod1/Tmod2/Vps4b",36
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","39/630","221/9821",5.52570269215783e-09,9.83114603979747e-07,8.74418215495853e-07,"Sncg/Dnm1l/Plaa/Septin5/Ap3d1/Git1/Dnm1/Ap3s1/Sncb/Sh3gl1/Snap29/Actb/Cltc/Amph/Ap2b1/Ap2m1/Ap3b2/Bin1/Cadps/Cplx1/Dgki/Dnajc6/Dnm3/Gsk3b/Itsn2/Nedd4/Numb/Pacsin1/Pclo/Pls3/Snap25/Snap47/Snap91/Stxbp1/Syn1/Syn2/Synj1/Syp/Syt7",39
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","31/630","152/9821",6.25071599489713e-09,1.06762229192843e-06,9.49582455140582e-07,"Map1b/Map1a/Sptan1/Avil/Clasp2/Add1/Sptbn1/Arpin/Stmn2/Cgnl1/Capzb/Camsap3/Arap1/Hspg2/Add2/Arfgef1/Arhgap28/Arhgef18/Camsap1/Camsap2/Capza2/Coro1a/Coro1b/Dmtn/Katnb1/Mapre1/Prkcd/Stmn1/Tmod1/Tmod2/Tubb4a",31
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","30/630","146/9821",9.16581210723126e-09,1.50530837299529e-06,1.33887652157451e-06,"Map1b/Map1a/Sptan1/Avil/Clasp2/Add1/Sptbn1/Arpin/Stmn2/Cgnl1/Capzb/Camsap3/Arap1/Add2/Arfgef1/Arhgap28/Arhgef18/Camsap1/Camsap2/Capza2/Coro1a/Coro1b/Dmtn/Katnb1/Mapre1/Prkcd/Stmn1/Tmod1/Tmod2/Tubb4a",30
"GO:0030100","GO:0030100","regulation of endocytosis","35/630","190/9821",1.08798330276676e-08,1.72062544548668e-06,1.53038742938887e-06,"Ckap5/Add1/Aak1/Ppp3ca/Wasl/Dnm1l/Cd2ap/Scyl2/Dnm1/Epn2/Arfgap1/Sh3gl1/C3/Amph/Ankrd13d/Ap2b1/Ap2m1/Arhgap21/Bin1/Dnajc6/Ehd4/Flot1/Itgb1/Lrsam1/Nedd4/Nsf/Numb/Pacsin1/Prom2/Rab21/Rab5c/Smap1/Snap91/Synj1/Syt7",35
"GO:1990778","GO:1990778","protein localization to cell periphery","47/630","312/9821",2.88854844517775e-08,4.40503637889607e-06,3.91800104894786e-06,"Epb41l3/Palm/Sorbs1/Clasp2/Ank3/Rab3c/Sptbn1/Kif5b/Git1/Afdn/Map7/Ehd1/Rab15/Actb/Cltc/Ank1/Ank2/Ap2m1/Arhgap44/Atp1b1/Camk2d/Cplx1/Efr3a/Ehd3/Ehd4/Flot1/Flot2/Gak/Gga3/Gorasp2/Gphn/Gsk3b/Itgb1/Lztfl1/Nsf/Numb/Pacs1/Pacs2/Pacsin1/Phaf1/Rab11fip2/Rer1/Snap25/Snap47/Stx7/Stxbp1/Trarg1",47
"GO:0006900","GO:0006900","vesicle budding from membrane","18/630","62/9821",3.42013049588906e-08,5.03584731636079e-06,4.47906745160353e-06,"Wasl/Ap3d1/Dnm1/Ap3s1/Chmp4b/Arfgap2/Trappc12/Ap2m1/Ap3b2/Arfgap3/Chmp7/Dnm3/Fnbp1l/Myo18a/Snap91/Tmed10/Trappc9/Vapb",18
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","47/630","318/9821",5.26783415210046e-08,7.49788394315632e-06,6.66889320027314e-06,"Mapt/Map1b/Map1a/Sptan1/Ckap5/Avil/Clasp2/Add1/Wasl/Sptbn1/Prune1/Washc2/Fermt2/Git1/Arpin/Dctn1/Stmn2/Snx9/Cgnl1/Capzb/Camsap3/Arap1/Hspg2/Eln/Add2/Arfgef1/Arfip2/Arhgap28/Arhgef18/Arpc5/Bin1/Camsap1/Camsap2/Capza2/Coro1a/Coro1b/Dmtn/Katnb1/Mapre1/Mtss1/Prkcd/Prkcq/Slain2/Stmn1/Tmod1/Tmod2/Tubb4a",47
"GO:0016197","GO:0016197","endosomal transport","35/630","202/9821",5.49579402398909e-08,7.57001305884949e-06,6.7330474833795e-06,"Eps15/Eps15l1/Dnm1l/Washc2/Reps1/Arhgap1/Usp7/Ap3d1/Dctn1/Snx2/Chmp4b/Snx9/Ehd1/Cltc/Chmp3/Arhgap44/Ccdc22/Chmp7/Ehd3/Ehd4/Gga3/Hgs/Itsn2/Ptpn23/Rab11b/Rab6b/Reps2/Snap25/Snx1/Stam/Trarg1/Ube2o/Vps4b/Ykt6/Zfyve16",35
"GO:0008088","GO:0008088","axo-dendritic transport","20/630","78/9821",6.02773316636483e-08,8.04325644386807e-06,7.153967521133e-06,"Map6/Mapt/Map1a/Nefm/Kif5b/Ap3d1/Ap3s1/Dync1h1/Actr10/Ap3b2/Dst/Flot2/Kif5a/Kif5c/Klc1/Klc2/Madd/Nefl/Pafah1b1/Rab21",20
"GO:0032886","GO:0032886","regulation of microtubule-based process","33/630","187/9821",8.43974129793973e-08,1.09205137400614e-05,9.71310577447099e-06,"Map6/Mapt/Map1b/Map1a/Ckap5/Clasp2/Dync1li1/Prune1/Tacc2/Nefh/Git1/Dctn1/Chmp4b/Phldb1/Stmn2/Pdcd6ip/Camsap3/Tpr/Dync1h1/Cltc/Camsap1/Camsap2/Chmp7/Cyld/Gsk3b/Hsph1/Katnb1/Mapre1/Pafah1b1/Slain2/Stmn1/Tubb4a/Vps4b",33
"GO:1903530","GO:1903530","regulation of secretion by cell","57/630","429/9821",9.09494390611941e-08,1.14221795526853e-05,1.0159305762625e-05,"Clasp2/Rtn4/Ppp3ca/Sncg/Dnm1l/Cd2ap/Rab3c/Septin5/Abr/Dpysl2/Kif5b/Git1/Rab11fip5/Ppid/Pdcd6ip/Rala/Rab15/Fga/Glud1/Fbn1/Cadps/Cplx1/Dgki/Gabbr1/Gnai2/Grk2/Gsk3b/Hgs/Kcna2/Krt20/Madd/Mctp2/Mical1/Mup1/Myo18a/Ndufaf2/Nsf/Pclo/Pex5l/Pfkm/Pik3c3/Prkcq/Ptpn23/Rab21/Rph3a/Septin4/Slc12a2/Smcr8/Snap25/Srcin1/Stam/Stxbp1/Syp/Syt7/Tmed10/Vps4b/Vsnl1",57
"GO:0072659","GO:0072659","protein localization to plasma membrane","40/630","255/9821",1.0565197639012e-07,1.28895411195947e-05,1.14644310019715e-05,"Epb41l3/Palm/Sorbs1/Clasp2/Ank3/Rab3c/Sptbn1/Kif5b/Afdn/Map7/Ehd1/Rab15/Actb/Cltc/Ank1/Ank2/Ap2m1/Arhgap44/Atp1b1/Camk2d/Efr3a/Ehd3/Ehd4/Flot1/Flot2/Gak/Gga3/Gorasp2/Itgb1/Nsf/Numb/Pacs1/Pacs2/Pacsin1/Phaf1/Rab11fip2/Rer1/Stx7/Stxbp1/Trarg1",40
"GO:0051046","GO:0051046","regulation of secretion","60/630","466/9821",1.27399283188938e-07,1.51109705337991e-05,1.3440251863909e-05,"Clasp2/Rtn4/Ppp3ca/Sncg/Dnm1l/Cd2ap/Rab3c/Wnk1/Septin5/Abr/Dpysl2/Kif5b/Git1/Rab11fip5/Ppid/Pdcd6ip/Rala/Rab15/Fga/Aqp1/Glud1/Fbn1/Cadps/Cplx1/Dgki/Gabbr1/Gnai2/Grk2/Gsk3b/Hgs/Kcna2/Krt20/Madd/Mctp2/Mical1/Mup1/Myo18a/Ndufaf2/Nsf/Pclo/Pex5l/Pfkm/Pik3c3/Prkcq/Ptpn23/Rab21/Rph3a/Septin4/Slc12a2/Smcr8/Snap25/Srcin1/Stam/Stxbp1/Syp/Syt7/Tmed10/Trpv1/Vps4b/Vsnl1",60
"GO:1903423","GO:1903423","positive regulation of synaptic vesicle recycling","9/630","16/9821",1.32358393109297e-07,1.52748740155865e-05,1.35860336369373e-05,"Dnm1l/Plaa/Dnm1/Sh3gl1/Ap2m1/Dnm3/Pclo/Snap91/Synj1",9
"GO:0072583","GO:0072583","clathrin-dependent endocytosis","14/630","42/9821",1.70598091207627e-07,1.91698381435938e-05,1.70503577029672e-05,"Aak1/Wasl/Scyl2/Cltc/Ap2b1/Ap2m1/Cltb/Dnajc6/Fnbp1l/Gak/Itsn2/Sgip1/Smap1/Snap91",14
"GO:0031113","GO:0031113","regulation of microtubule polymerization","15/630","49/9821",2.21165616187407e-07,2.42147995159033e-05,2.15375315304768e-05,"Mapt/Map1b/Ckap5/Clasp2/Prune1/Git1/Dctn1/Stmn2/Camsap3/Camsap1/Camsap2/Mapre1/Slain2/Stmn1/Tubb4a",15
"GO:0051489","GO:0051489","regulation of filopodium assembly","14/630","44/9821",3.29025733085419e-07,3.42317254119201e-05,3.04469531088889e-05,"Palm/Wasl/Bcas3/Capzb/Rala/Dpysl3/Arap1/Arhgap44/Dmtn/Dnm3/Dock11/Fnbp1l/Prkcd/Prkcq",14
"GO:1901880","GO:1901880","negative regulation of protein depolymerization","18/630","71/9821",3.33004234677305e-07,3.42317254119201e-05,3.04469531088889e-05,"Map1b/Map1a/Sptan1/Avil/Clasp2/Add1/Sptbn1/Stmn2/Capzb/Camsap3/Add2/Camsap1/Camsap2/Capza2/Dmtn/Katnb1/Tmod1/Tmod2",18
"GO:0007015","GO:0007015","actin filament organization","49/630","359/9821",3.36705495854952e-07,3.42317254119201e-05,3.04469531088889e-05,"Sptan1/Avil/Sorbs1/Clasp2/Add1/Wasl/Cd2ap/Sptbn1/Myo1e/Washc2/Fermt2/Arpin/Snx9/Cgnl1/Lcp1/Capzb/Plec/Dpysl3/Actr2/Arap1/Eln/Abi1/Add2/Arfgef1/Arfip2/Arhgap17/Arhgap28/Arhgef18/Arpc5/Bcar1/Bin1/Capza2/Coro1a/Coro1b/Dmtn/Enah/Fmn2/Mical1/Mical3/Mprip/Mtss1/Pacsin1/Pls3/Prkcd/Prkcq/Rufy3/Stmn1/Tmod1/Tmod2",49
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","45/630","318/9821",3.68385515634781e-07,3.65815384130352e-05,3.25369630455395e-05,"Mapt/Ncam1/Map1b/Sptan1/Ckap5/Avil/Clasp2/Add1/Tppp3/Sptbn1/Prune1/Fermt2/Git1/Dctn1/Stmn2/Snx9/Park7/Lcp1/Capzb/Camsap3/Trappc12/Eln/Add2/Arfgef1/Arhgap28/Arpc5/Asap1/Bin1/Camsap1/Camsap2/Capza2/Coro1a/Dmtn/Gsk3b/Impact/Mapre1/Nek7/Prkcd/Slain2/Snap91/Stmn1/Stxbp1/Tmod1/Tmod2/Tubb4a",45
"GO:0051301","GO:0051301","cell division","52/630","397/9821",5.39939469348211e-07,5.23986712299286e-05,4.66053015647929e-05,"Map4/Ckap5/Clasp2/Ank3/Dync1li1/Numbl/Wasl/Cd2ap/Dock7/Sptbn1/Septin5/Nudc/Myh9/Birc6/Fubp1/Git1/Anxa11/Dctn1/Chmp4b/Exoc4/Septin7/Ppp1ca/Snx9/Pdcd6ip/Plec/Tpr/Dync1h1/Rala/Ruvbl1/Rcc2/Actr2/Calm1/Cltc/Chmp3/Brcc3/Chmp7/Csnk1a1/Exoc3/Fmn2/Gnai2/Katnb1/Mapre1/Mical3/Nek9/Numb/Pafah1b1/Pik3c3/Ppp1cc/Septin3/Septin4/Stmn1/Vps4b",52
"GO:0000910","GO:0000910","cytokinesis","24/630","124/9821",8.94408251436953e-07,8.48694051919064e-05,7.54859642382345e-05,"Ank3/Sptbn1/Septin5/Myh9/Birc6/Git1/Anxa11/Chmp4b/Exoc4/Septin7/Snx9/Pdcd6ip/Plec/Actr2/Calm1/Chmp3/Chmp7/Exoc3/Fmn2/Pik3c3/Septin3/Septin4/Stmn1/Vps4b",24
"GO:0072594","GO:0072594","establishment of protein localization to organelle","44/630","318/9821",9.36363359052263e-07,8.69189465902861e-05,7.73089015894866e-05,"Mapt/Ppp3ca/Cct8/Bag3/Ap3d1/Chmp4b/Ipo7/Tcp1/Ranbp2/Aip/Kpna3/Hk1/Tpr/Rala/Cct5/Rab23/Smurf1/Phb2/Nolc1/Vps37a/Agap3/Chp1/Gga3/Hgs/Lrsam1/Nedd4/Pex14/Pex5l/Pik3c3/Prkcd/Prkcq/Ptpn23/Rab3gap2/Ruvbl2/Snupn/Stam/Stat3/Timm44/Tomm20/Ubl4a/Vps13a/Vps13c/Wbp2/Zfyve16",44
