"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009890","GO:0009890","negative regulation of biosynthetic process","40/150","363/3011",4.03179920391043e-07,2.6102166697909e-05,2.47566617783974e-05,"Adnp/Bclaf1/Chd4/Cnot8/Cux1/Ddx17/Dkc1/Exosc10/Exosc5/Fbl/Gatad2b/Hdgf/Lmnb2/Mta2/Mybbp1a/Nacc1/Nelfa/Nfic/Nipbl/Ptbp3/Pus7/Raly/Rbm10/Rnps1/Rps26/Rps6ka5/Rtf1/Sarnp/Smarcc2/Snw1/Srsf10/Srsf3/Tasor2/Tcerg1/Thrap3/Tpr/Trip12/Ybx3/Zc3h14/Zc3h4",40
"GO:0006403","GO:0006403","RNA localization","10/150","51/3011",0.000152622024972517,0.0056762404181268,0.00538364365804512,"Ahctf1/Dkc1/Exosc10/Fbl/Iws1/Phax/Pom121/Sarnp/Srsf3/Tpr",10
"GO:0010557","GO:0010557","positive regulation of macromolecule biosynthetic process","36/150","399/3011",0.000172961415530145,0.0062986782155561,0.00597399626008723,"Arid1b/Bclaf1/Brd4/Cdk5rap2/Chd4/Ddx17/Ddx21/Dek/Dkc1/Gatad2b/Gtf2f2/Gtf2i/Hdgf/Kit/Larp4/Map3k1/Med15/Mta2/Mybbp1a/Nelfa/Nfic/Nipbl/Nolc1/Nvl/Ptma/Rbm10/Rnf10/Rps6ka5/Sf3b3/Smarcc2/Snw1/Srsf5/Taf9/Tcerg1/Thrap3/Tmed10",36
"GO:0065004","GO:0065004","protein-DNA complex assembly","6/150","19/3011",0.000218818221850585,0.00780600513866983,0.00740362404757617,"Anp32b/Gtf2f2/Med15/Nasp/Taf9/Tspyl5",6
"GO:0031328","GO:0031328","positive regulation of cellular biosynthetic process","37/150","421/3011",0.000238224075868139,0.00832831369235014,0.00789900883141724,"Arid1b/Bclaf1/Brd4/Cdk5rap2/Chd4/Ddx17/Ddx21/Dek/Dkc1/Gatad2b/Gtf2f2/Gtf2i/Hdgf/Kit/Larp4/Map3k1/Med15/Mta2/Mybbp1a/Nelfa/Nfic/Nipbl/Nolc1/Nvl/Ppp4r3a/Ptma/Rbm10/Rnf10/Rps6ka5/Sf3b3/Smarcc2/Snw1/Srsf5/Taf9/Tcerg1/Thrap3/Tmed10",37
"GO:0009891","GO:0009891","positive regulation of biosynthetic process","37/150","426/3011",0.000304383534604343,0.0102319695863152,0.00970453576926803,"Arid1b/Bclaf1/Brd4/Cdk5rap2/Chd4/Ddx17/Ddx21/Dek/Dkc1/Gatad2b/Gtf2f2/Gtf2i/Hdgf/Kit/Larp4/Map3k1/Med15/Mta2/Mybbp1a/Nelfa/Nfic/Nipbl/Nolc1/Nvl/Ppp4r3a/Ptma/Rbm10/Rnf10/Rps6ka5/Sf3b3/Smarcc2/Snw1/Srsf5/Taf9/Tcerg1/Thrap3/Tmed10",37
"GO:0006974","GO:0006974","DNA damage response","17/150","138/3011",0.000374996514165706,0.0121803218919337,0.0115524551245306,"Arid1b/Bclaf1/Brd4/Cdkn2aip/Chd4/Dek/Fen1/Fmn2/Lig3/Msh6/Nipbl/Ppp4r3a/Sf3b3/Smarcc2/Snw1/Taf9/Trip12",17
"GO:0006405","GO:0006405","RNA export from nucleus","6/150","21/3011",0.000402729164240477,0.0127994650744064,0.0121396829412201,"Iws1/Phax/Pom121/Sarnp/Srsf3/Tpr",6
"GO:0016570","GO:0016570","histone modification","6/150","22/3011",0.000531233844055117,0.0162911712176902,0.01545139989634,"Ddx21/Dek/Mta2/Mybbp1a/Nelfa/Taf9",6
"GO:0045445","GO:0045445","myoblast differentiation","5/150","17/3011",0.00109138028314754,0.0323344531346084,0.0306676885987042,"Arid1b/Ddx17/Gpx1/Lgals1/Smarcc2",5
"GO:0048863","GO:0048863","stem cell differentiation","7/150","35/3011",0.00136935950120279,0.0387213821075088,0.0367253864984501,"Chd4/Gatad2b/Kit/Mta2/Nolc1/Pus7/Tcof1",7
"GO:0070918","GO:0070918","regulatory ncRNA processing","5/150","18/3011",0.00145111171506877,0.0387213821075088,0.0367253864984501,"Dkc1/Exosc10/Exosc5/Fbl/Srsf3",5
"GO:0006406","GO:0006406","mRNA export from nucleus","4/150","11/3011",0.00148417196865165,0.0387213821075088,0.0367253864984501,"Iws1/Sarnp/Srsf3/Tpr",4
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","4/150","11/3011",0.00148417196865165,0.0387213821075088,0.0367253864984501,"Arid1b/Cdk5rap2/Smarcc2/Tpr",4
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","4/150","11/3011",0.00148417196865165,0.0387213821075088,0.0367253864984501,"Arid1b/Cdk5rap2/Smarcc2/Tpr",4
"GO:0006401","GO:0006401","RNA catabolic process","11/150","79/3011",0.00155923003357438,0.0400813838042354,0.0380152833263103,"Cnot8/Dkc1/Exosc10/Exosc5/Fen1/Phax/Rbm10/Rnps1/Thrap3/Zc3h14/Zc3h4",11
"GO:0051028","GO:0051028","mRNA transport","6/150","28/3011",0.00209230928275371,0.0485959389645259,0.0460909333187572,"Ahctf1/Iws1/Pom121/Sarnp/Srsf3/Tpr",6
