"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098978","GO:0098978","glutamatergic synapse","16/140","275/7657",3.83583416662163e-05,0.00101598133436537,0.000850453209653782,"Amph/Cplx1/Dgki/Gabbr1/Grik1/Grik3/Hpca/Nrg3/Pacsin1/Pclo/Rab11a/Scn10a/Scn11a/Slitrk1/Snap25/Syngap1",16
"GO:0098889","GO:0098889","intrinsic component of presynaptic membrane","6/140","36/7657",4.16101570388546e-05,0.00101598133436537,0.000850453209653782,"Gabbr1/Grik1/Kcna2/Scn10a/Scn11a/Snap25",6
"GO:0031226","GO:0031226","intrinsic component of plasma membrane","19/140","374/7657",4.57440947565947e-05,0.00103100152028325,0.000863026241156807,"Adgrg4/Cdhr5/Gabbr1/Grik1/Grik3/Insrr/Kcna2/Kcnb2/Oxtr/Pcdh12/Prmt8/Scn10a/Scn11a/Slitrk1/Snap25/Stbd1/Trpv1/Upk1b/Znrf3",19
"GO:0005887","GO:0005887","integral component of plasma membrane","18/140","344/7657",5.0238968033998e-05,0.00105142983099724,0.000880126282099363,"Adgrg4/Cdhr5/Gabbr1/Grik1/Grik3/Insrr/Kcna2/Kcnb2/Oxtr/Pcdh12/Scn10a/Scn11a/Slitrk1/Snap25/Stbd1/Trpv1/Upk1b/Znrf3",18
"GO:0097470","GO:0097470","ribbon synapse","4/140","14/7657",9.29474647434558e-05,0.00181557381132217,0.00151977258141931,"Amph/Pacsin1/Pclo/Snap25",4
"GO:0099240","GO:0099240","intrinsic component of synaptic membrane","7/140","63/7657",0.000138391102501367,0.00253428706455629,0.00212138992650122,"Gabbr1/Grik1/Kcna2/Scn10a/Scn11a/Slitrk1/Snap25",7
"GO:0099056","GO:0099056","integral component of presynaptic membrane","5/140","29/7657",0.000158639748850333,0.00273420273018515,0.00228873445709768,"Gabbr1/Grik1/Kcna2/Scn10a/Scn11a",5
"GO:0045211","GO:0045211","postsynaptic membrane","9/140","111/7657",0.000183632470325798,0.00293507731202992,0.00245688167308415,"Dgki/Gabbr1/Grik1/Grik3/Kctd16/Pacsin1/Rph3a/Slitrk1/Trpv1",9
"GO:0030425","GO:0030425","dendrite","17/140","349/7657",0.00019727952306986,0.00293507731202992,0.00245688167308415,"Cplx1/Dgki/Gabbr1/Grik1/Grik3/Hpca/Kcna2/Kcnb2/Kif1a/Kif5c/Mapk8ip3/Pclo/Pex5l/Rph3a/Sav1/Syngap1/Trpv1",17
"GO:0097447","GO:0097447","dendritic tree","17/140","350/7657",0.00020413695545634,0.00293507731202992,0.00245688167308415,"Cplx1/Dgki/Gabbr1/Grik1/Grik3/Hpca/Kcna2/Kcnb2/Kif1a/Kif5c/Mapk8ip3/Pclo/Pex5l/Rph3a/Sav1/Syngap1/Trpv1",17
"GO:1902495","GO:1902495","transmembrane transporter complex","9/140","113/7657",0.000210363902909995,0.00293507731202992,0.00245688167308415,"Cacnb3/Grik1/Grik3/Kcna2/Kcnb2/Pex5l/Scn10a/Scn11a/Snap25",9
"GO:0043195","GO:0043195","terminal bouton","5/140","33/7657",0.000298960930171454,0.00391365384449995,0.00327602423484278,"Cplx1/Grik1/Grik3/Pclo/Sncb",5
"GO:0099699","GO:0099699","integral component of synaptic membrane","6/140","51/7657",0.000307215148203067,0.00391365384449995,0.00327602423484278,"Gabbr1/Grik1/Kcna2/Scn10a/Scn11a/Slitrk1",6
"GO:0070382","GO:0070382","exocytic vesicle","10/140","146/7657",0.000322935750354333,0.00394250728557581,0.00330017674704209,"Amph/Dgki/Dmxl2/Gabbr1/Kif1a/Mctp2/Rab3c/Rph3a/Snap25/Sytl4",10
"GO:1990351","GO:1990351","transporter complex","9/140","126/7657",0.000474820272078703,0.00556489358876239,0.00465823677449843,"Cacnb3/Grik1/Grik3/Kcna2/Kcnb2/Pex5l/Scn10a/Scn11a/Snap25",9
"GO:0150034","GO:0150034","distal axon","11/140","187/7657",0.000601388756292815,0.00677718867668442,0.00567301944195246,"Amph/Cplx1/Dgki/Grik1/Grik3/Kcna2/Kif5c/Pacsin1/Pclo/Snap25/Sncb",11
"GO:0043025","GO:0043025","neuronal cell body","16/140","357/7657",0.000768738962884238,0.00834224133796599,0.00698308687532271,"Cplx1/Dgki/Gabbr1/Grik1/Grik3/Hpca/Kcna2/Kcnb2/Kif1a/Kif5c/Mast1/Pclo/Pde11a/Snap25/Sncb/Trpv1",16
"GO:0008021","GO:0008021","synaptic vesicle","9/140","137/7657",0.000872000033630277,0.00912485749477397,0.0076381957833028,"Amph/Dgki/Dmxl2/Gabbr1/Kif1a/Mctp2/Rab3c/Rph3a/Snap25",9
